TRAVEL_ID,MVMN_SE,PAYMENT_SE,PAYMENT_SEQ,MVMN_SE_NM,RSVT_YN,PAYMENT_NUM,BRNO,STORE_NM,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC
f_f000543,4,교통비,3,택시,N,1,,삼안운수(자),2023-05-17 20:20,1,6500,택시비
f_f001245,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,60000,
f_f000979,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,11000,
f_f004760,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,19000,
f_f008379,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,2000,
f_f012426,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,15300,
f_f015285,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,2000,
f_f004740,4,교통비,0,택시,N,2,,,,,5500,
f_f005042,5,교통비,0,지하철,N,1,,,,,4500,
f_f006004,4,교통비,0,택시,N,1,,,,,22000,
f_f007571,2,통행료,0,렌터카(승용/승합/버스 등등),N,2,,,,,3200,
f_f008113,7,교통비,2,KTX/SRT(고속열차),N,2,3148210024,한국철도공사,2023-08-22 20:10,3,12000,기차표 
f_f009530,13,교통비,0,시내/마을버스,N,2,,,,,4500,
f_f010099,5,교통비,0,지하철,N,2,,,,,3500,
f_f012976,4,교통비,2,택시,N,2,,,2023-09-09 13:53,1,6900,택시비
f_f013422,4,교통비,3,택시,N,2,5920502690,,2023-09-09 15:04,1,16900,택시비
e_e005633,4,교통비,1,택시,N,2,2108161923,성화통상(주),2023-07-26 19:02,1,5600,택시비 
e_e005633,4,교통비,2,택시,N,2,1078136787,비에이치택시 주식회사,2023-07-27 20:36,1,6200,택시비
e_e005633,4,교통비,3,택시,N,2,4020896538,개인택시,2023-07-28 14:16,1,5100,택시비
e_e005633,4,교통비,4,택시,N,2,2130829609,개인택시,2023-07-28 14:59,1,5800,택시비
e_e005633,50,교통비,0,버스 + 지하철,N,2,,,,,76100,
e_e005633,7,교통비,0,KTX/SRT(고속열차),N,2,,,,,76400,
f_f000011,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,110000,
f_f000011,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,1100,
f_f000011,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,20600,
f_f000013,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,60000,
f_f000013,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,30000,
f_f000027,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,100000,
f_f000027,1,주차비,0,자가용(승용/승합/트럭 등등),N,1,,,,,16000,
f_f000027,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,30000,
f_f000040,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,60000,
f_f000040,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,21000,
f_f000040,4,교통비,0,택시,N,3,,,,,14000,
f_f000040,5,교통비,0,지하철,N,8,,,,,1250,
f_f000267,11,교통비,0,관광버스,N,1,,,,,20000,
f_f000267,50,교통비,0,버스 + 지하철,N,1,,,,,11000,
f_f000267,7,교통비,0,KTX/SRT(고속열차),N,1,,,,,87600,
f_f000267,7,교통비,1,KTX/SRT(고속열차),Y,1,3148210024,한국철도공사,2023-04-27 23:20,1,21900,기차표
f_f000291,16,교통비,0,기타,N,1,,,,,12500,
f_f000291,5,교통비,0,지하철,N,1,,,,,5200,
f_f000338,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,80000,
f_f000338,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,20200,
f_f000382,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,30000,
f_f000382,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,15200,
f_f000384,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
f_f000384,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,24400,
f_f000429,50,교통비,0,버스 + 지하철,N,3,,,,,32000,
f_f000429,7,교통비,1,KTX/SRT(고속열차),Y,3,3058631590,(주)SR,2023-05-08 00:00,1,105200,기차표
f_f000429,7,교통비,2,KTX/SRT(고속열차),N,3,3058631590,주식회사 에스알,2023-05-22 10:09,1,52600,기차표
f_f000429,7,교통비,4,KTX/SRT(고속열차),Y,3,3058631590,주식회사 에스알,2023-05-04 00:00,1,103800,기차표
f_f000433,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,89000,
f_f000433,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,12400,
f_f000437,11,교통비,0,관광버스,N,3,,,,,144000,
f_f000437,4,교통비,0,택시,N,3,,,,,17800,
f_f000437,5,교통비,0,지하철,N,3,,,,,2500,
f_f000437,7,교통비,0,KTX/SRT(고속열차),N,3,,,,,150400,
f_f000461,4,교통비,0,택시,N,2,,,,,59810,
f_f000461,50,교통비,0,버스 + 지하철,N,2,,,,,20000,
f_f000461,7,교통비,0,KTX/SRT(고속열차),N,2,,,,,193200,
f_f000461,8,교통비,0,새마을/무궁화열차,N,2,,,,,2700,
f_f000473,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,60000,
f_f000473,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,9900,
f_f000484,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,158000,
f_f000484,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,82600,
f_f000489,12,교통비,0,시외/고속버스,N,1,,,,,46600,
f_f000489,4,교통비,1,택시,N,1,2536200484,,2023-06-06 10:10,1,8100,택시비
f_f000492,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
f_f000492,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,8000,
f_f000516,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,65000,
f_f000516,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,22200,
f_f000530,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
f_f000530,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,600,
f_f000530,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,9650,
f_f000532,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,119000,
f_f000532,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,4950,
f_f000532,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,44200,
f_f000538,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,60000,
f_f000538,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,25600,
f_f000543,13,교통비,0,시내/마을버스,N,1,,,,,7490,
f_f000543,2,렌탈비,1,렌터카(승용/승합/버스 등등),N,1,6168190529,(주)쏘카,2023-05-16 14:00,1,19880,렌트비
f_f000543,4,교통비,1,택시,N,1,,대영운수(자),2023-05-16 13:54,1,3800,택시비
f_f000543,4,교통비,2,택시,N,1,2220315254,,2023-05-17 17:17,1,4600,택시비
f_f000543,4,교통비,4,택시,N,1,,,2023-05-18 10:40,1,4600,택시비
f_f000543,4,교통비,5,택시,N,1,,,2023-05-18 17:34,1,4800,택시비
f_f000543,7,교통비,0,KTX/SRT(고속열차),N,1,,,,,58300,
f_f000543,8,교통비,0,새마을/무궁화열차,N,1,,,,,8000,
f_f000568,4,교통비,0,택시,N,2,,,,,12000,
f_f000568,5,교통비,0,지하철,N,2,,,,,5400,
f_f000568,7,교통비,0,KTX/SRT(고속열차),N,2,,,,,55200,
f_f000586,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,15000,
f_f000586,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,5400,
f_f000591,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,40000,
f_f000591,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,2100,
f_f000609,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
f_f000609,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,2000,
f_f000609,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,22000,
f_f000611,1,주유비,0,자가용(승용/승합/트럭 등등),N,5,,,,,30000,
f_f000611,1,통행료,0,자가용(승용/승합/트럭 등등),N,5,,,,,13000,
f_f000627,1,주유비,0,자가용(승용/승합/트럭 등등),N,5,,,,,65850,
f_f000650,12,교통비,0,시외/고속버스,N,1,,,,,28000,
f_f000650,4,교통비,1,택시,N,1,2221347982,개인택시,2023-06-06 10:51,1,4200,택시비
f_f000650,4,교통비,2,택시,N,1,2228100614,덕재운송(주),2023-06-06 11:59,1,3800,택시비
f_f000650,4,교통비,3,택시,N,1,2228114379,개인택시,2023-06-06 14:06,1,20400,택시비
f_f000650,4,교통비,4,택시,N,1,2228100593,,2023-06-07 12:16,1,7600,택시비
f_f000650,4,교통비,5,택시,N,1,5651001048,,2023-06-07 15:12,1,4000,택시비
f_f000650,7,교통비,1,KTX/SRT(고속열차),Y,1,3148210024,한국철도공사,2023-05-12 22:51,1,49200,기차표
f_f000655,16,교통비,0,기타,N,2,,,,,9000,
f_f000655,4,교통비,0,택시,N,2,,,,,70300,
f_f000655,50,교통비,0,버스 + 지하철,N,2,,,,,14000,
f_f000655,7,교통비,0,KTX/SRT(고속열차),N,2,,,,,112200,
f_f000655,8,교통비,0,새마을/무궁화열차,N,2,,,,,11000,
f_f000657,50,교통비,0,버스 + 지하철,N,1,,,,,8200,
f_f000669,50,교통비,0,버스 + 지하철,N,4,,,,,12600,
f_f000669,7,교통비,1,KTX/SRT(고속열차),Y,4,3148210024,한국철도공사,2023-05-11 19:48,1,135400,기차표
f_f000669,7,교통비,2,KTX/SRT(고속열차),Y,4,3148210024,한국철도공사,2023-05-06 15:05,1,110500,기차표
f_f000689,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
f_f000710,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,70000,
f_f000710,1,주차비,0,자가용(승용/승합/트럭 등등),N,3,,,,,4200,
f_f000710,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,26600,
f_f000730,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
f_f000730,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,17700,
f_f000740,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,50000,
f_f000740,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,20000,
f_f000767,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,30999,
f_f000767,1,주차비,0,자가용(승용/승합/트럭 등등),N,3,,,,,10900,
f_f000767,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,8400,
f_f000782,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,30000,
f_f000790,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,50000,
f_f000790,1,주차비,0,자가용(승용/승합/트럭 등등),N,3,,,,,700,
f_f000790,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,10000,
f_f000831,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,60000,
f_f000835,4,교통비,1,택시,N,1,1338106545,연희택시(주),2023-05-22 00:03,1,24300,택시비
f_f000835,50,교통비,0,버스 + 지하철,N,1,,,,,10300,
f_f000835,7,교통비,1,KTX/SRT(고속열차),Y,1,3148210024,한국철도공사,2023-05-17 23:37,1,97300,기차표
f_f000835,7,교통비,2,KTX/SRT(고속열차),N,1,3148210024,한국철도공사	,2023-05-20 22:17,3,97600,기차표
f_f000844,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,7000,
f_f000844,7,교통비,1,KTX/SRT(고속열차),N,2,3148210024,한국철도공사,2023-05-20 09:59,3,53500,기차표
f_f000844,7,교통비,2,KTX/SRT(고속열차),Y,2,3148210024,한국철도공사,2023-05-17 17:46,3,53500,기차표
f_f000869,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,19200,
f_f000879,50,교통비,0,버스 + 지하철,N,2,,,,,37200,
f_f000879,7,교통비,0,KTX/SRT(고속열차),N,2,,,,,209000,
f_f000889,4,교통비,1,택시,N,1,6435500146,포항개인택시,2023-05-29 10:21,1,4800,택시비
f_f000889,50,교통비,0,버스 + 지하철,N,1,,,,,42200,
f_f000889,7,교통비,1,KTX/SRT(고속열차),Y,1,3148210024,한국철도공사,2023-05-17 00:00,1,51200,기차표
f_f000925,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,100000,
f_f000925,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,23000,
f_f000935,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,137000,
f_f000935,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,60000,
f_f000940,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,5000,
f_f000952,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,60000,
f_f000952,1,주유비,1,자가용(승용/승합/트럭 등등),N,4,6118503973,거창(광주방향)주유소,2023-05-24 17:03,1,60000,주유비
f_f000952,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,29000,
f_f000959,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
f_f000959,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,9200,
f_f000973,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,90000,
f_f000973,1,주차비,0,자가용(승용/승합/트럭 등등),N,3,,,,,2000,
f_f000973,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,7200,
f_f000979,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,100000,
f_f000979,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,2000,
f_f001026,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,85000,
f_f001026,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,21600,
f_f001059,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,30000,
f_f001059,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,5000,
f_f001074,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,20000,
f_f001074,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,3000,
f_f001074,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,8800,
f_f001081,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,80000,
f_f001081,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,6500,
f_f001081,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,21000,
f_f001092,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,45870,
f_f001112,4,교통비,0,택시,N,3,,,,,20000,
f_f001112,50,교통비,0,버스 + 지하철,N,3,,,,,18000,
f_f001112,7,교통비,1,KTX/SRT(고속열차),N,3,3148210024,한국철도공사,2023-06-06 00:00,1,0,기차표
f_f001112,7,교통비,2,KTX/SRT(고속열차),N,3,3148210024,한국철도공사,2023-06-03 13:17,1,0,기차표
f_f001116,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
f_f001116,3,주유비,0,캠핑카(자차 및 렌탈),N,2,,,,,100000,
f_f001116,3,통행료,0,캠핑카(자차 및 렌탈),N,2,,,,,20000,
f_f001116,4,교통비,1,택시,N,2,5100809955,개인택시,2023-05-26 17:32,1,17800,택시비
f_f001116,5,교통비,0,지하철,N,2,,,,,1250,
f_f001117,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,46500,
f_f001124,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,78000,
f_f001124,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,42000,
f_f001131,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
f_f001131,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,3000,
f_f001131,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,2000,
f_f001134,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,44000,
f_f001134,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,5000,
f_f001134,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,20000,
f_f001181,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,100000,
f_f001181,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,5000,
f_f001184,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,17000,
f_f001184,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,35000,
f_f001226,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,100000,
f_f001226,1,주차비,0,자가용(승용/승합/트럭 등등),N,3,,,,,1000,
f_f001226,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,24700,
f_f001233,1,주유비,0,자가용(승용/승합/트럭 등등),N,5,,,,,100000,
f_f001233,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,5000,
f_f001233,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,25000,
f_f001245,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,44500,
f_f001245,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,900,
f_f001245,12,교통비,0,시외/고속버스,N,2,,,,,71600,
f_f001245,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,212000,
f_f001245,2,주차비,0,렌터카(승용/승합/버스 등등),N,2,,,,,5000,
f_f001245,2,통행료,0,렌터카(승용/승합/버스 등등),N,2,,,,,1400,
f_f001245,4,교통비,0,택시,N,2,,,,,4300,
f_f001245,9,교통비,0,항공기,N,2,,,,,221800,
f_f001321,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,47908,
f_f001321,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,2000,
f_f001321,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,26200,
f_f001336,13,교통비,0,시내/마을버스,N,4,,,,,8900,
f_f001336,8,교통비,0,새마을/무궁화열차,N,4,,,,,65700,
f_f001363,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,80000,
f_f001363,1,주차비,0,자가용(승용/승합/트럭 등등),N,1,,,,,3000,
f_f001363,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,35000,
f_f001421,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,40000,
f_f001421,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,17000,
f_f001421,13,교통비,0,시내/마을버스,N,1,,,,,1300,
f_f001440,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
f_f001440,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,7250,
f_f001440,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,3800,
f_f001442,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,40000,
f_f001442,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,7200,
f_f001446,14,렌탈비,0,자전거,N,2,,,,,2800,
f_f001446,14,렌탈비,1,자전거,N,2,,,2023-05-27 23:37,1,2800,대여료
f_f001446,50,교통비,0,버스 + 지하철,N,2,,,,,20600,
f_f001446,7,교통비,1,KTX/SRT(고속열차),N,2,3148210024,한국철도공사 ,2023-05-27 13:59,3,17100,기차표
f_f001446,8,교통비,1,새마을/무궁화열차,Y,2,3148210024,한국철도공사,2023-05-23 13:43,3,7500,기차표
f_f001487,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,30000,
f_f001487,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,2300,
f_f001514,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
f_f001514,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,6900,
f_f001514,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,29000,
f_f001516,4,교통비,1,택시,N,4,5131419939,,2023-06-05 11:14,1,13800,택시비
f_f001516,4,교통비,2,택시,N,4,7780700252,개인택시,2023-06-05 19:10,1,14600,택시비
f_f001516,50,교통비,0,버스 + 지하철,N,4,,,,,14700,
f_f001544,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,34874,
f_f001544,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,4600,
f_f001550,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,60000,
f_f001550,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,12000,
f_f001643,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,9000,
f_f001643,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,9300,
f_f001658,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,12000,
f_f001707,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,15000,
f_f001726,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,50000,
f_f001726,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,28000,
f_f001762,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,93600,
f_f001762,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,20800,
f_f001843,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,79000,
f_f001848,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,50000,
f_f001848,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,13800,
f_f001901,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,60000,
f_f001901,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,2900,
f_f001901,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,14600,
f_f001902,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,10000,
f_f001902,4,교통비,0,택시,N,2,,,,,22100,
f_f001902,5,교통비,0,지하철,N,2,,,,,1200,
f_f001902,8,교통비,0,새마을/무궁화열차,N,2,,,,,26600,
f_f001906,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,60000,
f_f001906,1,주차비,0,자가용(승용/승합/트럭 등등),N,3,,,,,2000,
f_f001906,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,26000,
f_f001912,13,교통비,0,시내/마을버스,N,3,,,,,1260,
f_f001912,4,교통비,0,택시,N,3,,,,,19200,
f_f001912,7,교통비,0,KTX/SRT(고속열차),N,3,,,,,160200,
f_f001925,13,교통비,0,시내/마을버스,N,1,,,,,9600,
f_f001925,4,교통비,0,택시,N,1,,,,,7600,
f_f002098,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
f_f002429,14,렌탈비,0,자전거,N,2,,,,,1500,
f_f002429,14,렌탈비,1,자전거,N,2,5278800686,주식회사 카카오페이,2023-06-03 16:15,1,1500,카카오T_바이크
f_f002429,4,교통비,1,택시,N,2,1298638970,카카오법인택시_5,2023-06-03 15:05,1,10400,택시비
f_f002429,50,교통비,0,버스 + 지하철,N,2,,,,,220000,
f_f002429,7,교통비,1,KTX/SRT(고속열차),Y,2,3148210024,한국철도공사,2023-05-15 15:39,1,59800,기차표
f_f002444,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,110000,
f_f002444,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,23000,
f_f002486,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,9200,
f_f002600,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,20000,
f_f002626,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,70000,
f_f002626,1,주차비,0,자가용(승용/승합/트럭 등등),N,1,,,,,2000,
f_f002627,13,교통비,0,시내/마을버스,N,2,,,,,7200,
f_f002627,4,교통비,0,택시,N,2,,,,,26000,
f_f002627,7,교통비,0,KTX/SRT(고속열차),N,2,,,,,44000,
f_f002696,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,25000,
f_f002696,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,5200,
f_f002730,12,교통비,0,시외/고속버스,N,1,,,,,17500,
f_f002730,4,교통비,0,택시,N,1,,,,,8400,
f_f002750,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
f_f002750,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,7500,
f_f002755,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
f_f002755,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,10500,
f_f002755,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,3000,
f_f002762,1,주차비,0,자가용(승용/승합/트럭 등등),N,1,,,,,2000,
f_f002762,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,7600,
f_f002771,4,교통비,1,택시,N,2,5048105923,금성운수(주),2023-06-03 21:30,1,10900,택시비
f_f002771,50,교통비,0,버스 + 지하철,N,2,,,,,10000,
f_f002771,7,교통비,0,KTX/SRT(고속열차),N,2,,,,,87000,
f_f002830,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,60000,
f_f002830,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,200,
f_f002830,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,9000,
f_f002860,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
f_f002860,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,16000,
f_f002894,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,100000,
f_f002894,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,20000,
f_f002894,5,교통비,0,지하철,N,2,,,,,2500,
f_f002894,7,교통비,0,KTX/SRT(고속열차),N,2,,,,,177480,
f_f002958,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,20000,
f_f003256,1,주차비,0,자가용(승용/승합/트럭 등등),N,1,,,,,2200,
f_f003256,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,6600,
f_f003380,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,3500,
f_f003440,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,25000,
f_f003440,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,12000,
